subj,trial,object_response,shape,texture,imagename
GoogLeNet,32,airplane,airplane,bicycle,airplane11-bicycle12.JPEG
GoogLeNet,33,airplane,airplane,bird,airplane11-bird18.JPEG
GoogLeNet,34,airplane,airplane,boat,airplane11-boat7.JPEG
GoogLeNet,35,airplane,airplane,bottle,airplane11-bottle18.JPEG
GoogLeNet,36,oven,airplane,car,airplane11-car16.JPEG
GoogLeNet,37,airplane,airplane,cat,airplane11-cat15.JPEG
GoogLeNet,38,airplane,airplane,chair,airplane11-chair5.JPEG
GoogLeNet,39,clock,airplane,clock,airplane11-clock11.JPEG
GoogLeNet,40,airplane,airplane,dog,airplane11-dog12.JPEG
GoogLeNet,41,bird,airplane,elephant,airplane11-elephant3.JPEG
GoogLeNet,42,clock,airplane,keyboard,airplane11-keyboard2.JPEG
GoogLeNet,43,airplane,airplane,knife,airplane11-knife10.JPEG
GoogLeNet,44,airplane,airplane,oven,airplane11-oven16.JPEG
GoogLeNet,45,airplane,airplane,truck,airplane11-truck15.JPEG
GoogLeNet,46,airplane,airplane,bear,airplane12-bear4.JPEG
GoogLeNet,47,airplane,airplane,bicycle,airplane12-bicycle7.JPEG
GoogLeNet,48,airplane,airplane,bird,airplane12-bird11.JPEG
GoogLeNet,49,bird,airplane,boat,airplane12-boat11.JPEG
GoogLeNet,50,airplane,airplane,bottle,airplane12-bottle13.JPEG
GoogLeNet,51,airplane,airplane,car,airplane12-car1.JPEG
GoogLeNet,52,airplane,airplane,cat,airplane12-cat11.JPEG
GoogLeNet,53,airplane,airplane,chair,airplane12-chair18.JPEG
GoogLeNet,54,airplane,airplane,clock,airplane12-clock20.JPEG
GoogLeNet,55,knife,airplane,dog,airplane12-dog5.JPEG
GoogLeNet,56,oven,airplane,elephant,airplane12-elephant7.JPEG
GoogLeNet,57,airplane,airplane,keyboard,airplane12-keyboard15.JPEG
GoogLeNet,58,airplane,airplane,knife,airplane12-knife12.JPEG
GoogLeNet,59,airplane,airplane,oven,airplane12-oven19.JPEG
GoogLeNet,60,airplane,airplane,truck,airplane12-truck17.JPEG
GoogLeNet,61,airplane,airplane,bear,airplane13-bear20.JPEG
GoogLeNet,62,airplane,airplane,bicycle,airplane13-bicycle3.JPEG
GoogLeNet,63,airplane,airplane,bird,airplane13-bird15.JPEG
GoogLeNet,64,airplane,airplane,boat,airplane13-boat3.JPEG
GoogLeNet,65,airplane,airplane,bottle,airplane13-bottle2.JPEG
GoogLeNet,66,airplane,airplane,car,airplane13-car14.JPEG
GoogLeNet,67,bird,airplane,cat,airplane13-cat16.JPEG
GoogLeNet,68,airplane,airplane,chair,airplane13-chair15.JPEG
GoogLeNet,69,airplane,airplane,clock,airplane13-clock19.JPEG
GoogLeNet,70,airplane,airplane,dog,airplane13-dog16.JPEG
GoogLeNet,71,bear,airplane,elephant,airplane13-elephant9.JPEG
GoogLeNet,72,airplane,airplane,keyboard,airplane13-keyboard1.JPEG
GoogLeNet,73,clock,airplane,knife,airplane13-knife6.JPEG
GoogLeNet,74,airplane,airplane,oven,airplane13-oven17.JPEG
GoogLeNet,75,airplane,airplane,truck,airplane13-truck18.JPEG
GoogLeNet,76,cat,airplane,bear,airplane14-bear12.JPEG
GoogLeNet,77,airplane,airplane,bicycle,airplane14-bicycle13.JPEG
GoogLeNet,78,oven,airplane,bird,airplane14-bird20.JPEG
GoogLeNet,79,airplane,airplane,boat,airplane14-boat14.JPEG
GoogLeNet,80,bottle,airplane,bottle,airplane14-bottle9.JPEG
GoogLeNet,81,airplane,airplane,car,airplane14-car13.JPEG
GoogLeNet,82,cat,airplane,cat,airplane14-cat6.JPEG
GoogLeNet,83,airplane,airplane,chair,airplane14-chair11.JPEG
GoogLeNet,84,airplane,airplane,clock,airplane14-clock19.JPEG
GoogLeNet,85,airplane,airplane,dog,airplane14-dog11.JPEG
GoogLeNet,86,airplane,airplane,elephant,airplane14-elephant8.JPEG
GoogLeNet,87,airplane,airplane,keyboard,airplane14-keyboard12.JPEG
GoogLeNet,88,knife,airplane,knife,airplane14-knife1.JPEG
GoogLeNet,89,cat,airplane,oven,airplane14-oven9.JPEG
GoogLeNet,90,knife,airplane,truck,airplane14-truck8.JPEG
GoogLeNet,91,airplane,airplane,bear,airplane15-bear8.JPEG
GoogLeNet,92,airplane,airplane,bicycle,airplane15-bicycle18.JPEG
GoogLeNet,93,airplane,airplane,bird,airplane15-bird18.JPEG
GoogLeNet,94,airplane,airplane,boat,airplane15-boat8.JPEG
GoogLeNet,95,airplane,airplane,bottle,airplane15-bottle5.JPEG
GoogLeNet,96,airplane,airplane,car,airplane15-car13.JPEG
GoogLeNet,97,airplane,airplane,cat,airplane15-cat20.JPEG
GoogLeNet,98,airplane,airplane,chair,airplane15-chair18.JPEG
GoogLeNet,99,airplane,airplane,clock,airplane15-clock12.JPEG
GoogLeNet,100,chair,airplane,dog,airplane15-dog9.JPEG
GoogLeNet,101,airplane,airplane,elephant,airplane15-elephant8.JPEG
GoogLeNet,102,airplane,airplane,keyboard,airplane15-keyboard5.JPEG
GoogLeNet,103,airplane,airplane,knife,airplane15-knife11.JPEG
GoogLeNet,104,airplane,airplane,oven,airplane15-oven20.JPEG
GoogLeNet,105,airplane,airplane,truck,airplane15-truck3.JPEG
GoogLeNet,106,bear,airplane,bear,airplane16-bear4.JPEG
GoogLeNet,107,knife,airplane,bicycle,airplane16-bicycle9.JPEG
GoogLeNet,108,bird,airplane,bird,airplane16-bird8.JPEG
GoogLeNet,109,airplane,airplane,boat,airplane16-boat16.JPEG
GoogLeNet,110,airplane,airplane,bottle,airplane16-bottle8.JPEG
GoogLeNet,111,airplane,airplane,car,airplane16-car14.JPEG
GoogLeNet,112,bird,airplane,cat,airplane16-cat17.JPEG
GoogLeNet,113,airplane,airplane,chair,airplane16-chair12.JPEG
GoogLeNet,114,airplane,airplane,clock,airplane16-clock12.JPEG
GoogLeNet,115,knife,airplane,dog,airplane16-dog9.JPEG
GoogLeNet,116,bird,airplane,elephant,airplane16-elephant4.JPEG
GoogLeNet,117,keyboard,airplane,keyboard,airplane16-keyboard19.JPEG
GoogLeNet,118,airplane,airplane,knife,airplane16-knife4.JPEG
GoogLeNet,119,knife,airplane,oven,airplane16-oven10.JPEG
GoogLeNet,120,knife,airplane,truck,airplane16-truck8.JPEG
GoogLeNet,121,bird,airplane,bear,airplane17-bear15.JPEG
GoogLeNet,122,clock,airplane,bicycle,airplane17-bicycle5.JPEG
GoogLeNet,123,bear,airplane,bird,airplane17-bird4.JPEG
GoogLeNet,124,airplane,airplane,boat,airplane17-boat4.JPEG
GoogLeNet,125,bear,airplane,bottle,airplane17-bottle9.JPEG
GoogLeNet,126,airplane,airplane,car,airplane17-car9.JPEG
GoogLeNet,127,dog,airplane,cat,airplane17-cat10.JPEG
GoogLeNet,128,airplane,airplane,chair,airplane17-chair10.JPEG
GoogLeNet,129,cat,airplane,clock,airplane17-clock7.JPEG
GoogLeNet,130,oven,airplane,dog,airplane17-dog6.JPEG
GoogLeNet,131,cat,airplane,elephant,airplane17-elephant18.JPEG
GoogLeNet,132,airplane,airplane,keyboard,airplane17-keyboard11.JPEG
GoogLeNet,133,airplane,airplane,knife,airplane17-knife2.JPEG
GoogLeNet,134,knife,airplane,oven,airplane17-oven15.JPEG
GoogLeNet,135,airplane,airplane,truck,airplane17-truck4.JPEG
GoogLeNet,136,cat,airplane,bear,airplane18-bear1.JPEG
GoogLeNet,137,airplane,airplane,bicycle,airplane18-bicycle2.JPEG
GoogLeNet,138,airplane,airplane,bird,airplane18-bird14.JPEG
GoogLeNet,139,airplane,airplane,boat,airplane18-boat11.JPEG
GoogLeNet,140,airplane,airplane,bottle,airplane18-bottle6.JPEG
GoogLeNet,141,airplane,airplane,car,airplane18-car15.JPEG
GoogLeNet,142,clock,airplane,cat,airplane18-cat5.JPEG
GoogLeNet,143,airplane,airplane,chair,airplane18-chair11.JPEG
GoogLeNet,144,airplane,airplane,clock,airplane18-clock18.JPEG
GoogLeNet,145,airplane,airplane,dog,airplane18-dog17.JPEG
GoogLeNet,146,airplane,airplane,elephant,airplane18-elephant1.JPEG
GoogLeNet,147,airplane,airplane,keyboard,airplane18-keyboard11.JPEG
GoogLeNet,148,clock,airplane,knife,airplane18-knife17.JPEG
GoogLeNet,149,airplane,airplane,oven,airplane18-oven4.JPEG
GoogLeNet,150,airplane,airplane,truck,airplane18-truck17.JPEG
GoogLeNet,151,airplane,airplane,bear,airplane19-bear17.JPEG
GoogLeNet,152,airplane,airplane,bicycle,airplane19-bicycle2.JPEG
GoogLeNet,153,airplane,airplane,bird,airplane19-bird4.JPEG
GoogLeNet,154,airplane,airplane,boat,airplane19-boat10.JPEG
GoogLeNet,155,airplane,airplane,bottle,airplane19-bottle20.JPEG
GoogLeNet,156,airplane,airplane,car,airplane19-car11.JPEG
GoogLeNet,157,airplane,airplane,cat,airplane19-cat11.JPEG
GoogLeNet,158,airplane,airplane,chair,airplane19-chair13.JPEG
GoogLeNet,159,airplane,airplane,clock,airplane19-clock7.JPEG
GoogLeNet,160,airplane,airplane,dog,airplane19-dog5.JPEG
GoogLeNet,161,truck,airplane,elephant,airplane19-elephant1.JPEG
GoogLeNet,162,airplane,airplane,keyboard,airplane19-keyboard13.JPEG
GoogLeNet,163,airplane,airplane,knife,airplane19-knife7.JPEG
GoogLeNet,164,airplane,airplane,oven,airplane19-oven20.JPEG
GoogLeNet,165,airplane,airplane,truck,airplane19-truck15.JPEG
GoogLeNet,166,airplane,airplane,bear,airplane2-bear13.JPEG
GoogLeNet,167,airplane,airplane,bicycle,airplane2-bicycle19.JPEG
GoogLeNet,168,bird,airplane,bird,airplane2-bird3.JPEG
GoogLeNet,169,airplane,airplane,boat,airplane2-boat4.JPEG
GoogLeNet,170,airplane,airplane,bottle,airplane2-bottle17.JPEG
GoogLeNet,171,airplane,airplane,car,airplane2-car6.JPEG
GoogLeNet,172,airplane,airplane,cat,airplane2-cat20.JPEG
GoogLeNet,173,airplane,airplane,chair,airplane2-chair7.JPEG
GoogLeNet,174,airplane,airplane,clock,airplane2-clock16.JPEG
GoogLeNet,175,cat,airplane,dog,airplane2-dog16.JPEG
GoogLeNet,176,bird,airplane,elephant,airplane2-elephant4.JPEG
GoogLeNet,177,airplane,airplane,keyboard,airplane2-keyboard7.JPEG
GoogLeNet,178,airplane,airplane,knife,airplane2-knife12.JPEG
GoogLeNet,179,airplane,airplane,oven,airplane2-oven16.JPEG
GoogLeNet,180,airplane,airplane,truck,airplane2-truck19.JPEG
GoogLeNet,181,bird,airplane,bear,airplane20-bear11.JPEG
GoogLeNet,182,airplane,airplane,bicycle,airplane20-bicycle18.JPEG
GoogLeNet,183,airplane,airplane,bird,airplane20-bird18.JPEG
GoogLeNet,184,airplane,airplane,boat,airplane20-boat8.JPEG
GoogLeNet,185,knife,airplane,bottle,airplane20-bottle18.JPEG
GoogLeNet,186,airplane,airplane,car,airplane20-car7.JPEG
GoogLeNet,187,bottle,airplane,cat,airplane20-cat6.JPEG
GoogLeNet,188,bird,airplane,chair,airplane20-chair16.JPEG
GoogLeNet,189,airplane,airplane,clock,airplane20-clock3.JPEG
GoogLeNet,190,airplane,airplane,dog,airplane20-dog10.JPEG
GoogLeNet,191,airplane,airplane,elephant,airplane20-elephant2.JPEG
GoogLeNet,192,knife,airplane,keyboard,airplane20-keyboard17.JPEG
GoogLeNet,193,knife,airplane,knife,airplane20-knife1.JPEG
GoogLeNet,194,knife,airplane,oven,airplane20-oven12.JPEG
GoogLeNet,195,airplane,airplane,truck,airplane20-truck18.JPEG
GoogLeNet,196,airplane,airplane,bear,airplane3-bear9.JPEG
GoogLeNet,197,airplane,airplane,bicycle,airplane3-bicycle5.JPEG
GoogLeNet,198,airplane,airplane,bird,airplane3-bird10.JPEG
GoogLeNet,199,airplane,airplane,boat,airplane3-boat3.JPEG
GoogLeNet,200,airplane,airplane,bottle,airplane3-bottle13.JPEG
GoogLeNet,201,airplane,airplane,car,airplane3-car3.JPEG
GoogLeNet,202,airplane,airplane,cat,airplane3-cat5.JPEG
GoogLeNet,203,airplane,airplane,chair,airplane3-chair16.JPEG
GoogLeNet,204,airplane,airplane,clock,airplane3-clock13.JPEG
GoogLeNet,205,airplane,airplane,dog,airplane3-dog20.JPEG
GoogLeNet,206,airplane,airplane,elephant,airplane3-elephant18.JPEG
GoogLeNet,207,airplane,airplane,keyboard,airplane3-keyboard16.JPEG
GoogLeNet,208,airplane,airplane,knife,airplane3-knife13.JPEG
GoogLeNet,209,airplane,airplane,oven,airplane3-oven14.JPEG
GoogLeNet,210,airplane,airplane,truck,airplane3-truck19.JPEG
GoogLeNet,211,bird,airplane,bear,airplane4-bear11.JPEG
GoogLeNet,212,airplane,airplane,bicycle,airplane4-bicycle2.JPEG
GoogLeNet,213,airplane,airplane,bird,airplane4-bird15.JPEG
GoogLeNet,214,airplane,airplane,boat,airplane4-boat5.JPEG
GoogLeNet,215,airplane,airplane,bottle,airplane4-bottle15.JPEG
GoogLeNet,216,airplane,airplane,car,airplane4-car6.JPEG
GoogLeNet,217,knife,airplane,cat,airplane4-cat3.JPEG
GoogLeNet,218,airplane,airplane,chair,airplane4-chair10.JPEG
GoogLeNet,219,knife,airplane,clock,airplane4-clock7.JPEG
GoogLeNet,220,oven,airplane,dog,airplane4-dog11.JPEG
GoogLeNet,221,bird,airplane,elephant,airplane4-elephant19.JPEG
GoogLeNet,222,airplane,airplane,keyboard,airplane4-keyboard20.JPEG
GoogLeNet,223,airplane,airplane,knife,airplane4-knife11.JPEG
GoogLeNet,224,airplane,airplane,oven,airplane4-oven1.JPEG
GoogLeNet,225,airplane,airplane,truck,airplane4-truck17.JPEG
GoogLeNet,226,knife,airplane,bear,airplane5-bear7.JPEG
GoogLeNet,227,airplane,airplane,bicycle,airplane5-bicycle12.JPEG
GoogLeNet,228,airplane,airplane,bird,airplane5-bird19.JPEG
GoogLeNet,229,airplane,airplane,boat,airplane5-boat20.JPEG
GoogLeNet,230,airplane,airplane,bottle,airplane5-bottle14.JPEG
GoogLeNet,231,airplane,airplane,car,airplane5-car15.JPEG
GoogLeNet,232,cat,airplane,cat,airplane5-cat13.JPEG
GoogLeNet,233,airplane,airplane,chair,airplane5-chair3.JPEG
GoogLeNet,234,airplane,airplane,clock,airplane5-clock13.JPEG
GoogLeNet,235,cat,airplane,dog,airplane5-dog15.JPEG
GoogLeNet,236,airplane,airplane,elephant,airplane5-elephant20.JPEG
GoogLeNet,237,airplane,airplane,keyboard,airplane5-keyboard7.JPEG
GoogLeNet,238,airplane,airplane,knife,airplane5-knife1.JPEG
GoogLeNet,239,airplane,airplane,oven,airplane5-oven5.JPEG
GoogLeNet,240,airplane,airplane,truck,airplane5-truck11.JPEG
GoogLeNet,241,bear,airplane,bear,airplane6-bear19.JPEG
GoogLeNet,242,airplane,airplane,bicycle,airplane6-bicycle12.JPEG
GoogLeNet,243,airplane,airplane,bird,airplane6-bird9.JPEG
GoogLeNet,244,boat,airplane,boat,airplane6-boat19.JPEG
GoogLeNet,245,airplane,airplane,bottle,airplane6-bottle6.JPEG
GoogLeNet,246,airplane,airplane,car,airplane6-car5.JPEG
GoogLeNet,247,bird,airplane,cat,airplane6-cat9.JPEG
GoogLeNet,248,airplane,airplane,chair,airplane6-chair18.JPEG
GoogLeNet,249,clock,airplane,clock,airplane6-clock10.JPEG
GoogLeNet,250,cat,airplane,dog,airplane6-dog7.JPEG
GoogLeNet,251,elephant,airplane,elephant,airplane6-elephant13.JPEG
GoogLeNet,252,airplane,airplane,keyboard,airplane6-keyboard16.JPEG
GoogLeNet,253,bird,airplane,knife,airplane6-knife13.JPEG
GoogLeNet,254,airplane,airplane,oven,airplane6-oven17.JPEG
GoogLeNet,255,knife,airplane,truck,airplane6-truck6.JPEG
GoogLeNet,256,airplane,airplane,bear,airplane7-bear5.JPEG
GoogLeNet,257,airplane,airplane,bicycle,airplane7-bicycle10.JPEG
GoogLeNet,258,bicycle,airplane,bird,airplane7-bird7.JPEG
GoogLeNet,259,airplane,airplane,boat,airplane7-boat5.JPEG
GoogLeNet,260,airplane,airplane,bottle,airplane7-bottle7.JPEG
GoogLeNet,261,airplane,airplane,car,airplane7-car17.JPEG
GoogLeNet,262,airplane,airplane,cat,airplane7-cat5.JPEG
GoogLeNet,263,knife,airplane,chair,airplane7-chair16.JPEG
GoogLeNet,264,airplane,airplane,clock,airplane7-clock19.JPEG
GoogLeNet,265,airplane,airplane,dog,airplane7-dog15.JPEG
GoogLeNet,266,airplane,airplane,elephant,airplane7-elephant10.JPEG
GoogLeNet,267,airplane,airplane,keyboard,airplane7-keyboard12.JPEG
GoogLeNet,268,airplane,airplane,knife,airplane7-knife1.JPEG
GoogLeNet,269,airplane,airplane,oven,airplane7-oven10.JPEG
GoogLeNet,270,airplane,airplane,truck,airplane7-truck6.JPEG
GoogLeNet,271,bottle,airplane,bear,airplane8-bear5.JPEG
GoogLeNet,272,airplane,airplane,bicycle,airplane8-bicycle13.JPEG
GoogLeNet,273,airplane,airplane,bird,airplane8-bird7.JPEG
GoogLeNet,274,boat,airplane,boat,airplane8-boat19.JPEG
GoogLeNet,275,airplane,airplane,bottle,airplane8-bottle18.JPEG
GoogLeNet,276,airplane,airplane,car,airplane8-car13.JPEG
GoogLeNet,277,bird,airplane,cat,airplane8-cat8.JPEG
GoogLeNet,278,airplane,airplane,chair,airplane8-chair20.JPEG
GoogLeNet,279,clock,airplane,clock,airplane8-clock10.JPEG
GoogLeNet,280,bottle,airplane,dog,airplane8-dog7.JPEG
GoogLeNet,281,airplane,airplane,elephant,airplane8-elephant20.JPEG
GoogLeNet,282,airplane,airplane,keyboard,airplane8-keyboard10.JPEG
GoogLeNet,283,airplane,airplane,knife,airplane8-knife15.JPEG
GoogLeNet,284,airplane,airplane,oven,airplane8-oven7.JPEG
GoogLeNet,285,airplane,airplane,truck,airplane8-truck10.JPEG
GoogLeNet,286,airplane,airplane,bear,airplane9-bear20.JPEG
GoogLeNet,287,airplane,airplane,bicycle,airplane9-bicycle16.JPEG
GoogLeNet,288,airplane,airplane,bird,airplane9-bird14.JPEG
GoogLeNet,289,airplane,airplane,boat,airplane9-boat5.JPEG
GoogLeNet,290,airplane,airplane,bottle,airplane9-bottle15.JPEG
GoogLeNet,291,airplane,airplane,car,airplane9-car3.JPEG
GoogLeNet,292,knife,airplane,cat,airplane9-cat3.JPEG
GoogLeNet,293,airplane,airplane,chair,airplane9-chair20.JPEG
GoogLeNet,294,airplane,airplane,clock,airplane9-clock2.JPEG
GoogLeNet,295,airplane,airplane,dog,airplane9-dog18.JPEG
GoogLeNet,296,knife,airplane,elephant,airplane9-elephant18.JPEG
GoogLeNet,297,airplane,airplane,keyboard,airplane9-keyboard3.JPEG
GoogLeNet,298,airplane,airplane,knife,airplane9-knife9.JPEG
GoogLeNet,299,airplane,airplane,oven,airplane9-oven10.JPEG
GoogLeNet,300,airplane,airplane,truck,airplane9-truck3.JPEG
GoogLeNet,301,bottle,bear,airplane,bear1-airplane15.JPEG
GoogLeNet,302,bear,bear,bicycle,bear1-bicycle15.JPEG
GoogLeNet,303,bear,bear,bird,bear1-bird18.JPEG
GoogLeNet,304,knife,bear,boat,bear1-boat20.JPEG
GoogLeNet,305,clock,bear,bottle,bear1-bottle8.JPEG
GoogLeNet,306,knife,bear,car,bear1-car10.JPEG
GoogLeNet,307,dog,bear,cat,bear1-cat14.JPEG
GoogLeNet,308,clock,bear,chair,bear1-chair20.JPEG
GoogLeNet,309,clock,bear,clock,bear1-clock9.JPEG
GoogLeNet,310,bear,bear,dog,bear1-dog12.JPEG
GoogLeNet,311,dog,bear,elephant,bear1-elephant4.JPEG
GoogLeNet,312,chair,bear,keyboard,bear1-keyboard13.JPEG
GoogLeNet,313,bear,bear,knife,bear1-knife8.JPEG
GoogLeNet,314,oven,bear,oven,bear1-oven6.JPEG
GoogLeNet,315,bottle,bear,truck,bear1-truck2.JPEG
GoogLeNet,316,bear,bear,airplane,bear10-airplane14.JPEG
GoogLeNet,317,elephant,bear,bicycle,bear10-bicycle19.JPEG
GoogLeNet,318,bear,bear,bird,bear10-bird2.JPEG
GoogLeNet,319,bear,bear,boat,bear10-boat12.JPEG
GoogLeNet,320,bear,bear,bottle,bear10-bottle8.JPEG
GoogLeNet,321,bear,bear,car,bear10-car13.JPEG
GoogLeNet,322,bear,bear,cat,bear10-cat10.JPEG
GoogLeNet,323,elephant,bear,chair,bear10-chair12.JPEG
GoogLeNet,324,elephant,bear,clock,bear10-clock7.JPEG
GoogLeNet,325,bear,bear,dog,bear10-dog7.JPEG
GoogLeNet,326,bear,bear,elephant,bear10-elephant5.JPEG
GoogLeNet,327,elephant,bear,keyboard,bear10-keyboard13.JPEG
GoogLeNet,328,airplane,bear,knife,bear10-knife13.JPEG
GoogLeNet,329,bear,bear,oven,bear10-oven4.JPEG
GoogLeNet,330,bear,bear,truck,bear10-truck15.JPEG
GoogLeNet,331,bear,bear,airplane,bear11-airplane6.JPEG
GoogLeNet,332,bear,bear,bicycle,bear11-bicycle11.JPEG
GoogLeNet,333,bear,bear,bird,bear11-bird15.JPEG
GoogLeNet,334,bear,bear,boat,bear11-boat7.JPEG
GoogLeNet,335,bear,bear,bottle,bear11-bottle1.JPEG
GoogLeNet,336,bear,bear,car,bear11-car9.JPEG
GoogLeNet,337,bear,bear,cat,bear11-cat12.JPEG
GoogLeNet,338,dog,bear,chair,bear11-chair7.JPEG
GoogLeNet,339,bear,bear,clock,bear11-clock18.JPEG
GoogLeNet,340,bear,bear,dog,bear11-dog14.JPEG
GoogLeNet,341,bear,bear,elephant,bear11-elephant9.JPEG
GoogLeNet,342,knife,bear,keyboard,bear11-keyboard1.JPEG
GoogLeNet,343,bird,bear,knife,bear11-knife8.JPEG
GoogLeNet,344,knife,bear,oven,bear11-oven7.JPEG
GoogLeNet,345,bear,bear,truck,bear11-truck18.JPEG
GoogLeNet,346,bear,bear,airplane,bear12-airplane1.JPEG
GoogLeNet,347,cat,bear,bicycle,bear12-bicycle11.JPEG
GoogLeNet,348,bear,bear,bird,bear12-bird7.JPEG
GoogLeNet,349,cat,bear,boat,bear12-boat17.JPEG
GoogLeNet,350,clock,bear,bottle,bear12-bottle2.JPEG
GoogLeNet,351,clock,bear,car,bear12-car1.JPEG
GoogLeNet,352,bear,bear,cat,bear12-cat6.JPEG
GoogLeNet,353,car,bear,chair,bear12-chair3.JPEG
GoogLeNet,354,clock,bear,clock,bear12-clock6.JPEG
GoogLeNet,355,bear,bear,dog,bear12-dog12.JPEG
GoogLeNet,356,bear,bear,elephant,bear12-elephant17.JPEG
GoogLeNet,357,clock,bear,keyboard,bear12-keyboard12.JPEG
GoogLeNet,358,clock,bear,knife,bear12-knife4.JPEG
GoogLeNet,359,truck,bear,oven,bear12-oven5.JPEG
GoogLeNet,360,bottle,bear,truck,bear12-truck20.JPEG
GoogLeNet,361,bear,bear,airplane,bear13-airplane14.JPEG
GoogLeNet,362,bear,bear,bicycle,bear13-bicycle15.JPEG
GoogLeNet,363,bear,bear,bird,bear13-bird17.JPEG
GoogLeNet,364,elephant,bear,boat,bear13-boat10.JPEG
GoogLeNet,365,knife,bear,bottle,bear13-bottle6.JPEG
GoogLeNet,366,bear,bear,car,bear13-car13.JPEG
GoogLeNet,367,bear,bear,cat,bear13-cat1.JPEG
GoogLeNet,368,knife,bear,chair,bear13-chair7.JPEG
GoogLeNet,369,bear,bear,clock,bear13-clock1.JPEG
GoogLeNet,370,bear,bear,dog,bear13-dog18.JPEG
GoogLeNet,371,bear,bear,elephant,bear13-elephant20.JPEG
GoogLeNet,372,bear,bear,keyboard,bear13-keyboard15.JPEG
GoogLeNet,373,bear,bear,knife,bear13-knife17.JPEG
GoogLeNet,374,bear,bear,oven,bear13-oven2.JPEG
GoogLeNet,375,bear,bear,truck,bear13-truck6.JPEG
GoogLeNet,376,bear,bear,airplane,bear14-airplane14.JPEG
GoogLeNet,377,bear,bear,bicycle,bear14-bicycle9.JPEG
GoogLeNet,378,bear,bear,bird,bear14-bird1.JPEG
GoogLeNet,379,bear,bear,boat,bear14-boat8.JPEG
GoogLeNet,380,clock,bear,bottle,bear14-bottle6.JPEG
GoogLeNet,381,dog,bear,car,bear14-car15.JPEG
GoogLeNet,382,dog,bear,cat,bear14-cat3.JPEG
GoogLeNet,383,clock,bear,chair,bear14-chair1.JPEG
GoogLeNet,384,cat,bear,clock,bear14-clock12.JPEG
GoogLeNet,385,bear,bear,dog,bear14-dog3.JPEG
GoogLeNet,386,bear,bear,elephant,bear14-elephant15.JPEG
GoogLeNet,387,clock,bear,keyboard,bear14-keyboard12.JPEG
GoogLeNet,388,knife,bear,knife,bear14-knife14.JPEG
GoogLeNet,389,clock,bear,oven,bear14-oven14.JPEG
GoogLeNet,390,bear,bear,truck,bear14-truck10.JPEG
GoogLeNet,391,bird,bear,airplane,bear15-airplane18.JPEG
GoogLeNet,392,bear,bear,bicycle,bear15-bicycle6.JPEG
GoogLeNet,393,bear,bear,bird,bear15-bird7.JPEG
GoogLeNet,394,bear,bear,boat,bear15-boat14.JPEG
GoogLeNet,395,dog,bear,bottle,bear15-bottle17.JPEG
GoogLeNet,396,dog,bear,car,bear15-car15.JPEG
GoogLeNet,397,dog,bear,cat,bear15-cat17.JPEG
GoogLeNet,398,bottle,bear,chair,bear15-chair20.JPEG
GoogLeNet,399,bird,bear,clock,bear15-clock13.JPEG
GoogLeNet,400,bear,bear,dog,bear15-dog1.JPEG
GoogLeNet,401,bear,bear,elephant,bear15-elephant8.JPEG
