subj,trial,object_response,shape,texture,imagename
AlexNet,123,bear,airplane,bird,airplane17-bird4.JPEG
AlexNet,124,airplane,airplane,boat,airplane17-boat4.JPEG
AlexNet,125,boat,airplane,bottle,airplane17-bottle9.JPEG
AlexNet,126,airplane,airplane,car,airplane17-car9.JPEG
AlexNet,127,bear,airplane,cat,airplane17-cat10.JPEG
AlexNet,128,airplane,airplane,chair,airplane17-chair10.JPEG
AlexNet,129,airplane,airplane,clock,airplane17-clock7.JPEG
AlexNet,130,oven,airplane,dog,airplane17-dog6.JPEG
AlexNet,131,cat,airplane,elephant,airplane17-elephant18.JPEG
AlexNet,132,clock,airplane,keyboard,airplane17-keyboard11.JPEG
AlexNet,133,airplane,airplane,knife,airplane17-knife2.JPEG
AlexNet,134,airplane,airplane,oven,airplane17-oven15.JPEG
AlexNet,135,airplane,airplane,truck,airplane17-truck4.JPEG
AlexNet,136,cat,airplane,bear,airplane18-bear1.JPEG
AlexNet,137,airplane,airplane,bicycle,airplane18-bicycle2.JPEG
AlexNet,138,cat,airplane,bird,airplane18-bird14.JPEG
AlexNet,139,airplane,airplane,boat,airplane18-boat11.JPEG
AlexNet,140,knife,airplane,bottle,airplane18-bottle6.JPEG
AlexNet,141,airplane,airplane,car,airplane18-car15.JPEG
AlexNet,142,dog,airplane,cat,airplane18-cat5.JPEG
AlexNet,143,airplane,airplane,chair,airplane18-chair11.JPEG
AlexNet,144,bottle,airplane,clock,airplane18-clock18.JPEG
AlexNet,145,cat,airplane,dog,airplane18-dog17.JPEG
AlexNet,146,bird,airplane,elephant,airplane18-elephant1.JPEG
AlexNet,147,keyboard,airplane,keyboard,airplane18-keyboard11.JPEG
AlexNet,148,clock,airplane,knife,airplane18-knife17.JPEG
AlexNet,149,airplane,airplane,oven,airplane18-oven4.JPEG
AlexNet,150,airplane,airplane,truck,airplane18-truck17.JPEG
AlexNet,151,bird,airplane,bear,airplane19-bear17.JPEG
AlexNet,152,airplane,airplane,bicycle,airplane19-bicycle2.JPEG
AlexNet,153,airplane,airplane,bird,airplane19-bird4.JPEG
AlexNet,154,knife,airplane,boat,airplane19-boat10.JPEG
AlexNet,155,dog,airplane,bottle,airplane19-bottle20.JPEG
AlexNet,156,airplane,airplane,car,airplane19-car11.JPEG
AlexNet,157,airplane,airplane,cat,airplane19-cat11.JPEG
AlexNet,158,knife,airplane,chair,airplane19-chair13.JPEG
AlexNet,159,airplane,airplane,clock,airplane19-clock7.JPEG
AlexNet,160,airplane,airplane,dog,airplane19-dog5.JPEG
AlexNet,161,bicycle,airplane,elephant,airplane19-elephant1.JPEG
AlexNet,162,chair,airplane,keyboard,airplane19-keyboard13.JPEG
AlexNet,163,airplane,airplane,knife,airplane19-knife7.JPEG
AlexNet,164,knife,airplane,oven,airplane19-oven20.JPEG
AlexNet,165,airplane,airplane,truck,airplane19-truck15.JPEG
AlexNet,166,airplane,airplane,bear,airplane2-bear13.JPEG
AlexNet,167,airplane,airplane,bicycle,airplane2-bicycle19.JPEG
AlexNet,168,cat,airplane,bird,airplane2-bird3.JPEG
AlexNet,169,airplane,airplane,boat,airplane2-boat4.JPEG
AlexNet,170,airplane,airplane,bottle,airplane2-bottle17.JPEG
AlexNet,171,airplane,airplane,car,airplane2-car6.JPEG
AlexNet,172,airplane,airplane,cat,airplane2-cat20.JPEG
AlexNet,173,knife,airplane,chair,airplane2-chair7.JPEG
AlexNet,174,knife,airplane,clock,airplane2-clock16.JPEG
AlexNet,175,cat,airplane,dog,airplane2-dog16.JPEG
AlexNet,176,clock,airplane,elephant,airplane2-elephant4.JPEG
AlexNet,177,airplane,airplane,keyboard,airplane2-keyboard7.JPEG
AlexNet,178,airplane,airplane,knife,airplane2-knife12.JPEG
AlexNet,179,airplane,airplane,oven,airplane2-oven16.JPEG
AlexNet,180,airplane,airplane,truck,airplane2-truck19.JPEG
AlexNet,181,airplane,airplane,bear,airplane20-bear11.JPEG
AlexNet,182,clock,airplane,bicycle,airplane20-bicycle18.JPEG
AlexNet,183,bird,airplane,bird,airplane20-bird18.JPEG
AlexNet,184,airplane,airplane,boat,airplane20-boat8.JPEG
AlexNet,185,knife,airplane,bottle,airplane20-bottle18.JPEG
AlexNet,186,airplane,airplane,car,airplane20-car7.JPEG
AlexNet,187,dog,airplane,cat,airplane20-cat6.JPEG
AlexNet,188,chair,airplane,chair,airplane20-chair16.JPEG
AlexNet,189,chair,airplane,clock,airplane20-clock3.JPEG
AlexNet,190,cat,airplane,dog,airplane20-dog10.JPEG
AlexNet,191,knife,airplane,elephant,airplane20-elephant2.JPEG
AlexNet,192,chair,airplane,keyboard,airplane20-keyboard17.JPEG
AlexNet,193,knife,airplane,knife,airplane20-knife1.JPEG
AlexNet,194,clock,airplane,oven,airplane20-oven12.JPEG
AlexNet,195,airplane,airplane,truck,airplane20-truck18.JPEG
AlexNet,196,airplane,airplane,bear,airplane3-bear9.JPEG
AlexNet,197,bicycle,airplane,bicycle,airplane3-bicycle5.JPEG
AlexNet,198,airplane,airplane,bird,airplane3-bird10.JPEG
AlexNet,199,airplane,airplane,boat,airplane3-boat3.JPEG
AlexNet,200,airplane,airplane,bottle,airplane3-bottle13.JPEG
AlexNet,201,airplane,airplane,car,airplane3-car3.JPEG
AlexNet,202,bear,airplane,cat,airplane3-cat5.JPEG
AlexNet,203,knife,airplane,chair,airplane3-chair16.JPEG
AlexNet,204,airplane,airplane,clock,airplane3-clock13.JPEG
AlexNet,205,bear,airplane,dog,airplane3-dog20.JPEG
AlexNet,206,bird,airplane,elephant,airplane3-elephant18.JPEG
AlexNet,207,airplane,airplane,keyboard,airplane3-keyboard16.JPEG
AlexNet,208,airplane,airplane,knife,airplane3-knife13.JPEG
AlexNet,209,airplane,airplane,oven,airplane3-oven14.JPEG
AlexNet,210,airplane,airplane,truck,airplane3-truck19.JPEG
AlexNet,211,dog,airplane,bear,airplane4-bear11.JPEG
AlexNet,212,boat,airplane,bicycle,airplane4-bicycle2.JPEG
AlexNet,213,airplane,airplane,bird,airplane4-bird15.JPEG
AlexNet,214,boat,airplane,boat,airplane4-boat5.JPEG
AlexNet,215,airplane,airplane,bottle,airplane4-bottle15.JPEG
AlexNet,216,airplane,airplane,car,airplane4-car6.JPEG
AlexNet,217,bear,airplane,cat,airplane4-cat3.JPEG
AlexNet,218,boat,airplane,chair,airplane4-chair10.JPEG
AlexNet,219,keyboard,airplane,clock,airplane4-clock7.JPEG
AlexNet,220,airplane,airplane,dog,airplane4-dog11.JPEG
AlexNet,221,dog,airplane,elephant,airplane4-elephant19.JPEG
AlexNet,222,keyboard,airplane,keyboard,airplane4-keyboard20.JPEG
AlexNet,223,airplane,airplane,knife,airplane4-knife11.JPEG
AlexNet,224,keyboard,airplane,oven,airplane4-oven1.JPEG
AlexNet,225,airplane,airplane,truck,airplane4-truck17.JPEG
AlexNet,226,cat,airplane,bear,airplane5-bear7.JPEG
AlexNet,227,knife,airplane,bicycle,airplane5-bicycle12.JPEG
AlexNet,228,airplane,airplane,bird,airplane5-bird19.JPEG
AlexNet,229,airplane,airplane,boat,airplane5-boat20.JPEG
AlexNet,230,airplane,airplane,bottle,airplane5-bottle14.JPEG
AlexNet,231,airplane,airplane,car,airplane5-car15.JPEG
AlexNet,232,dog,airplane,cat,airplane5-cat13.JPEG
AlexNet,233,airplane,airplane,chair,airplane5-chair3.JPEG
AlexNet,234,airplane,airplane,clock,airplane5-clock13.JPEG
AlexNet,235,cat,airplane,dog,airplane5-dog15.JPEG
AlexNet,236,airplane,airplane,elephant,airplane5-elephant20.JPEG
AlexNet,237,bicycle,airplane,keyboard,airplane5-keyboard7.JPEG
AlexNet,238,knife,airplane,knife,airplane5-knife1.JPEG
AlexNet,239,chair,airplane,oven,airplane5-oven5.JPEG
AlexNet,240,knife,airplane,truck,airplane5-truck11.JPEG
AlexNet,241,bear,airplane,bear,airplane6-bear19.JPEG
AlexNet,242,airplane,airplane,bicycle,airplane6-bicycle12.JPEG
AlexNet,243,airplane,airplane,bird,airplane6-bird9.JPEG
AlexNet,244,knife,airplane,boat,airplane6-boat19.JPEG
AlexNet,245,airplane,airplane,bottle,airplane6-bottle6.JPEG
AlexNet,246,airplane,airplane,car,airplane6-car5.JPEG
AlexNet,247,airplane,airplane,cat,airplane6-cat9.JPEG
AlexNet,248,airplane,airplane,chair,airplane6-chair18.JPEG
AlexNet,249,keyboard,airplane,clock,airplane6-clock10.JPEG
AlexNet,250,cat,airplane,dog,airplane6-dog7.JPEG
AlexNet,251,elephant,airplane,elephant,airplane6-elephant13.JPEG
AlexNet,252,keyboard,airplane,keyboard,airplane6-keyboard16.JPEG
AlexNet,253,airplane,airplane,knife,airplane6-knife13.JPEG
AlexNet,254,airplane,airplane,oven,airplane6-oven17.JPEG
AlexNet,255,boat,airplane,truck,airplane6-truck6.JPEG
AlexNet,256,airplane,airplane,bear,airplane7-bear5.JPEG
AlexNet,257,airplane,airplane,bicycle,airplane7-bicycle10.JPEG
AlexNet,258,airplane,airplane,bird,airplane7-bird7.JPEG
AlexNet,259,knife,airplane,boat,airplane7-boat5.JPEG
AlexNet,260,airplane,airplane,bottle,airplane7-bottle7.JPEG
AlexNet,261,airplane,airplane,car,airplane7-car17.JPEG
AlexNet,262,airplane,airplane,cat,airplane7-cat5.JPEG
AlexNet,263,knife,airplane,chair,airplane7-chair16.JPEG
AlexNet,264,airplane,airplane,clock,airplane7-clock19.JPEG
AlexNet,265,airplane,airplane,dog,airplane7-dog15.JPEG
AlexNet,266,bicycle,airplane,elephant,airplane7-elephant10.JPEG
AlexNet,267,airplane,airplane,keyboard,airplane7-keyboard12.JPEG
AlexNet,268,bird,airplane,knife,airplane7-knife1.JPEG
AlexNet,269,airplane,airplane,oven,airplane7-oven10.JPEG
AlexNet,270,airplane,airplane,truck,airplane7-truck6.JPEG
AlexNet,271,dog,airplane,bear,airplane8-bear5.JPEG
AlexNet,272,airplane,airplane,bicycle,airplane8-bicycle13.JPEG
AlexNet,273,cat,airplane,bird,airplane8-bird7.JPEG
AlexNet,274,knife,airplane,boat,airplane8-boat19.JPEG
AlexNet,275,airplane,airplane,bottle,airplane8-bottle18.JPEG
AlexNet,276,airplane,airplane,car,airplane8-car13.JPEG
AlexNet,277,airplane,airplane,cat,airplane8-cat8.JPEG
AlexNet,278,airplane,airplane,chair,airplane8-chair20.JPEG
AlexNet,279,clock,airplane,clock,airplane8-clock10.JPEG
AlexNet,280,airplane,airplane,dog,airplane8-dog7.JPEG
AlexNet,281,airplane,airplane,elephant,airplane8-elephant20.JPEG
AlexNet,282,airplane,airplane,keyboard,airplane8-keyboard10.JPEG
AlexNet,283,bottle,airplane,knife,airplane8-knife15.JPEG
AlexNet,284,airplane,airplane,oven,airplane8-oven7.JPEG
AlexNet,285,airplane,airplane,truck,airplane8-truck10.JPEG
AlexNet,286,cat,airplane,bear,airplane9-bear20.JPEG
AlexNet,287,chair,airplane,bicycle,airplane9-bicycle16.JPEG
AlexNet,288,airplane,airplane,bird,airplane9-bird14.JPEG
AlexNet,289,airplane,airplane,boat,airplane9-boat5.JPEG
AlexNet,290,knife,airplane,bottle,airplane9-bottle15.JPEG
AlexNet,291,bicycle,airplane,car,airplane9-car3.JPEG
AlexNet,292,bear,airplane,cat,airplane9-cat3.JPEG
AlexNet,293,clock,airplane,chair,airplane9-chair20.JPEG
AlexNet,294,keyboard,airplane,clock,airplane9-clock2.JPEG
AlexNet,295,cat,airplane,dog,airplane9-dog18.JPEG
AlexNet,296,clock,airplane,elephant,airplane9-elephant18.JPEG
AlexNet,297,keyboard,airplane,keyboard,airplane9-keyboard3.JPEG
AlexNet,298,clock,airplane,knife,airplane9-knife9.JPEG
AlexNet,299,clock,airplane,oven,airplane9-oven10.JPEG
AlexNet,300,airplane,airplane,truck,airplane9-truck3.JPEG
AlexNet,301,clock,bear,airplane,bear1-airplane15.JPEG
AlexNet,302,cat,bear,bicycle,bear1-bicycle15.JPEG
AlexNet,303,dog,bear,bird,bear1-bird18.JPEG
AlexNet,304,bottle,bear,boat,bear1-boat20.JPEG
AlexNet,305,clock,bear,bottle,bear1-bottle8.JPEG
AlexNet,306,clock,bear,car,bear1-car10.JPEG
AlexNet,307,dog,bear,cat,bear1-cat14.JPEG
AlexNet,308,clock,bear,chair,bear1-chair20.JPEG
AlexNet,309,clock,bear,clock,bear1-clock9.JPEG
AlexNet,310,dog,bear,dog,bear1-dog12.JPEG
AlexNet,311,dog,bear,elephant,bear1-elephant4.JPEG
AlexNet,312,truck,bear,keyboard,bear1-keyboard13.JPEG
AlexNet,313,clock,bear,knife,bear1-knife8.JPEG
AlexNet,314,clock,bear,oven,bear1-oven6.JPEG
AlexNet,315,clock,bear,truck,bear1-truck2.JPEG
AlexNet,316,bear,bear,airplane,bear10-airplane14.JPEG
AlexNet,317,bird,bear,bicycle,bear10-bicycle19.JPEG
AlexNet,318,bear,bear,bird,bear10-bird2.JPEG
AlexNet,319,bear,bear,boat,bear10-boat12.JPEG
AlexNet,320,cat,bear,bottle,bear10-bottle8.JPEG
AlexNet,321,bird,bear,car,bear10-car13.JPEG
AlexNet,322,bear,bear,cat,bear10-cat10.JPEG
AlexNet,323,cat,bear,chair,bear10-chair12.JPEG
AlexNet,324,elephant,bear,clock,bear10-clock7.JPEG
AlexNet,325,bear,bear,dog,bear10-dog7.JPEG
AlexNet,326,bear,bear,elephant,bear10-elephant5.JPEG
AlexNet,327,elephant,bear,keyboard,bear10-keyboard13.JPEG
AlexNet,328,knife,bear,knife,bear10-knife13.JPEG
AlexNet,329,bear,bear,oven,bear10-oven4.JPEG
AlexNet,330,elephant,bear,truck,bear10-truck15.JPEG
AlexNet,331,bottle,bear,airplane,bear11-airplane6.JPEG
AlexNet,332,dog,bear,bicycle,bear11-bicycle11.JPEG
AlexNet,333,dog,bear,bird,bear11-bird15.JPEG
AlexNet,334,dog,bear,boat,bear11-boat7.JPEG
AlexNet,335,dog,bear,bottle,bear11-bottle1.JPEG
AlexNet,336,dog,bear,car,bear11-car9.JPEG
AlexNet,337,dog,bear,cat,bear11-cat12.JPEG
AlexNet,338,dog,bear,chair,bear11-chair7.JPEG
AlexNet,339,dog,bear,clock,bear11-clock18.JPEG
AlexNet,340,dog,bear,dog,bear11-dog14.JPEG
AlexNet,341,cat,bear,elephant,bear11-elephant9.JPEG
AlexNet,342,keyboard,bear,keyboard,bear11-keyboard1.JPEG
AlexNet,343,airplane,bear,knife,bear11-knife8.JPEG
AlexNet,344,dog,bear,oven,bear11-oven7.JPEG
AlexNet,345,dog,bear,truck,bear11-truck18.JPEG
AlexNet,346,bear,bear,airplane,bear12-airplane1.JPEG
AlexNet,347,cat,bear,bicycle,bear12-bicycle11.JPEG
AlexNet,348,cat,bear,bird,bear12-bird7.JPEG
AlexNet,349,cat,bear,boat,bear12-boat17.JPEG
AlexNet,350,clock,bear,bottle,bear12-bottle2.JPEG
AlexNet,351,clock,bear,car,bear12-car1.JPEG
AlexNet,352,bear,bear,cat,bear12-cat6.JPEG
AlexNet,353,clock,bear,chair,bear12-chair3.JPEG
AlexNet,354,keyboard,bear,clock,bear12-clock6.JPEG
AlexNet,355,cat,bear,dog,bear12-dog12.JPEG
AlexNet,356,elephant,bear,elephant,bear12-elephant17.JPEG
AlexNet,357,clock,bear,keyboard,bear12-keyboard12.JPEG
AlexNet,358,clock,bear,knife,bear12-knife4.JPEG
AlexNet,359,chair,bear,oven,bear12-oven5.JPEG
AlexNet,360,clock,bear,truck,bear12-truck20.JPEG
AlexNet,361,bear,bear,airplane,bear13-airplane14.JPEG
AlexNet,362,elephant,bear,bicycle,bear13-bicycle15.JPEG
AlexNet,363,bear,bear,bird,bear13-bird17.JPEG
AlexNet,364,knife,bear,boat,bear13-boat10.JPEG
AlexNet,365,knife,bear,bottle,bear13-bottle6.JPEG
AlexNet,366,knife,bear,car,bear13-car13.JPEG
AlexNet,367,dog,bear,cat,bear13-cat1.JPEG
AlexNet,368,knife,bear,chair,bear13-chair7.JPEG
AlexNet,369,keyboard,bear,clock,bear13-clock1.JPEG
AlexNet,370,bear,bear,dog,bear13-dog18.JPEG
AlexNet,371,bear,bear,elephant,bear13-elephant20.JPEG
AlexNet,372,knife,bear,keyboard,bear13-keyboard15.JPEG
AlexNet,373,bear,bear,knife,bear13-knife17.JPEG
AlexNet,374,dog,bear,oven,bear13-oven2.JPEG
AlexNet,375,bear,bear,truck,bear13-truck6.JPEG
AlexNet,376,bear,bear,airplane,bear14-airplane14.JPEG
AlexNet,377,clock,bear,bicycle,bear14-bicycle9.JPEG
AlexNet,378,cat,bear,bird,bear14-bird1.JPEG
AlexNet,379,elephant,bear,boat,bear14-boat8.JPEG
AlexNet,380,bottle,bear,bottle,bear14-bottle6.JPEG
AlexNet,381,dog,bear,car,bear14-car15.JPEG
AlexNet,382,clock,bear,cat,bear14-cat3.JPEG
AlexNet,383,keyboard,bear,chair,bear14-chair1.JPEG
AlexNet,384,elephant,bear,clock,bear14-clock12.JPEG
AlexNet,385,bear,bear,dog,bear14-dog3.JPEG
AlexNet,386,cat,bear,elephant,bear14-elephant15.JPEG
AlexNet,387,clock,bear,keyboard,bear14-keyboard12.JPEG
AlexNet,388,keyboard,bear,knife,bear14-knife14.JPEG
AlexNet,389,clock,bear,oven,bear14-oven14.JPEG
AlexNet,390,bear,bear,truck,bear14-truck10.JPEG
AlexNet,391,bird,bear,airplane,bear15-airplane18.JPEG
AlexNet,392,bird,bear,bicycle,bear15-bicycle6.JPEG
AlexNet,393,bear,bear,bird,bear15-bird7.JPEG
AlexNet,394,bear,bear,boat,bear15-boat14.JPEG
AlexNet,395,dog,bear,bottle,bear15-bottle17.JPEG
AlexNet,396,dog,bear,car,bear15-car15.JPEG
AlexNet,397,dog,bear,cat,bear15-cat17.JPEG
AlexNet,398,clock,bear,chair,bear15-chair20.JPEG
AlexNet,399,dog,bear,clock,bear15-clock13.JPEG
AlexNet,400,dog,bear,dog,bear15-dog1.JPEG
AlexNet,401,bear,bear,elephant,bear15-elephant8.JPEG
AlexNet,402,dog,bear,keyboard,bear15-keyboard8.JPEG
AlexNet,403,knife,bear,knife,bear15-knife9.JPEG
AlexNet,404,dog,bear,oven,bear15-oven5.JPEG
AlexNet,405,clock,bear,truck,bear15-truck11.JPEG
AlexNet,406,bear,bear,airplane,bear16-airplane20.JPEG
AlexNet,407,cat,bear,bicycle,bear16-bicycle9.JPEG
AlexNet,408,bear,bear,bird,bear16-bird20.JPEG
AlexNet,409,oven,bear,boat,bear16-boat18.JPEG
AlexNet,410,clock,bear,bottle,bear16-bottle8.JPEG
AlexNet,411,bear,bear,car,bear16-car8.JPEG
AlexNet,412,bear,bear,cat,bear16-cat15.JPEG
AlexNet,413,chair,bear,chair,bear16-chair10.JPEG
AlexNet,414,knife,bear,clock,bear16-clock1.JPEG
AlexNet,415,bear,bear,dog,bear16-dog19.JPEG
AlexNet,416,bear,bear,elephant,bear16-elephant4.JPEG
AlexNet,417,dog,bear,keyboard,bear16-keyboard2.JPEG
AlexNet,418,knife,bear,knife,bear16-knife9.JPEG
AlexNet,419,oven,bear,oven,bear16-oven18.JPEG
AlexNet,420,bear,bear,truck,bear16-truck7.JPEG
AlexNet,421,bear,bear,airplane,bear17-airplane14.JPEG
AlexNet,422,elephant,bear,bicycle,bear17-bicycle11.JPEG
AlexNet,423,cat,bear,bird,bear17-bird11.JPEG
AlexNet,424,bottle,bear,boat,bear17-boat12.JPEG
AlexNet,425,bottle,bear,bottle,bear17-bottle6.JPEG
AlexNet,426,bottle,bear,car,bear17-car17.JPEG
AlexNet,427,bear,bear,cat,bear17-cat9.JPEG
